"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","psi_95_l","psi_95_h"
"0",-2.08988490725299,0.334039216518339,0.327260757519248,0.00259524977180494,0.306281219912251,0.00361669687814971,0.000552703777254183,0.00430853573695772,-2.0558600903463,0.6,-1.24015722603695,0.31802452781835,0.0030743912916113,0.307398949388847,-1.70249747949277,0.366781662437336,0.00254363701832725,0.352823109512031,0,0,-2.09135438784788,-2.0884154266581
"0.1",-2.12020223729885,0.343558701122253,0.335827530591362,0.00243400771126249,0.315545995263428,0.00361050498165184,0.000522386385284318,0.00431253145064292,-2.08420196723111,0.6,-1.31656206991754,0.326936415733483,0.00287316625802556,0.316217856814836,-1.79057485544787,0.380226354751325,0.00233574430842528,0.366228480800705,0.1,0,-2.1219726533797,-2.11843182121801
"0.2",-2.1414392751372,0.359855037532058,0.342029576204681,0.0022489546602974,0.322887625887659,0.00360880496294727,0.000490578927561492,0.00431600541607514,-2.1080813036429,0.6,-1.40159386992404,0.333689122279504,0.00265140975711587,0.322919974571539,-1.88159781450534,0.390241877570074,0.00211656850704492,0.376348754659892,0.2,0,-2.14308369211466,-2.13979485815974
"0.3",-2.14490260726152,0.384912989622064,0.345702723672372,0.00205803435450713,0.328125091965704,0.00361208030994135,0.00045954420184587,0.0043213557190562,-2.11331559458615,0.6,-1.4937747954048,0.338117765153076,0.00241794619162424,0.327348531918285,-1.97412001599665,0.396535966045686,0.00189537326954747,0.38288874641057,0.3,0,-2.1467739363212,-2.14303127820184
"0.4",-2.12279792080744,0.423188695461355,0.346703844131589,0.00186749780115336,0.331102159422157,0.00362070937668119,0.000430745948239584,0.00432700557965548,-2.09243409776728,0.6,-1.59122945445571,0.340106604190718,0.00218144945374748,0.329396163862532,-2.0667170626274,0.398922333786082,0.00168031062961443,0.385649813717314,0.4,0,-2.12466474773683,-2.12093109387804
"0.5",-2.07347868704558,0.479862864345306,0.345055534870649,0.00168196426193315,0.331679602408496,0.00362832729122987,0.000404964029622099,0.00433579761074139,-2.04516121490217,0.6,-1.69169955947523,0.339595020047338,0.00194982960621976,0.329009981494366,-2.15599096324689,0.397329831578688,0.00147981294942579,0.384549509409191,0.5,0,-2.0759591768586,-2.07099819723257
"0.6",-1.97454280861606,0.570737294013074,0.340780259717216,0.00150937430524901,0.32990720401037,0.00363757290947407,0.000382138538507828,0.00434415824004249,-1.94537643165303,0.6,-1.79257408851274,0.336581364108973,0.00172973793858405,0.326194478565654,-2.24561737710002,0.391805971182121,0.00129227222807901,0.379598850265992,0.6,0,-1.97738760405356,-1.97169801317855
"0.7",-1.80856957512361,0.730477125723676,0.333914867894107,0.00134295167714052,0.325718965133305,0.00364483560154659,0.000361616665964414,0.00435072884235636,-1.78335847883258,0.6,-1.89095261052525,0.331124242147582,0.00152622805474708,0.321011947470345,-2.3386172593075,0.382514570662924,0.00110941501696149,0.371013385082954,0.7,0,-1.81334072141329,-1.80379842883393
"0.8",-1.51620743654103,1.06710076430258,0.324612158182884,0.00118903229154567,0.319192848918968,0.00364965309293384,0.000342339172688377,0.00435446319233589,-1.4955094202207,0.6,-1.98376405708858,0.323340924714592,0.00134259115091346,0.313580211250504,-2.42864705990759,0.369727684111432,0.000948547088826111,0.358967816890006,0.8,0,-1.52418629600976,-1.5082285770723
"0.9",-0.988366201632221,2.02551861118393,0.313155538119609,0.00103560052633128,0.31037108233205,0.00365038095068734,0.000323207635849373,0.00435316167592698,-1.00174647428213,0.6,-2.06795966620701,0.31340279667278,0.00118036470155211,0.304067681393679,-2.52058139363252,0.35381237049778,0.000800004102437769,0.343863659743387,0.9,0,-1.00425925558654,-0.972473147677898
"1",NA,40.3398217643745,0.299756062063472,0.000912696775746831,0.299481005351643,0.00364674326859195,0.000303846429920752,0.00434520364964375,1.15331193142873,0.6,-2.14078096998389,0.301528046948019,0.00103949699430628,0.292686004405418,-2.6126594300392,0.335213199487106,0.000667833862353728,0.326107107992321,1,0.01,NA,NA
